Undergrad.University.ID,ID,Calculated.Prospect.Type,Disposition..Step.,App.Year,Application.Deadline,US.World.News...Report.Selectivity,US.World.News.Selectivity,X2016.Adjusted.School.List,X2016.Recruitment.Tier,Major.1,Major.2,Minor,GPA.Above.3.6,Met.,Sourced.by.RT.vs.Sign.up.Form,X2017.Recruitment.Tier,Public.Private,Size,Region,X..of.Alumni.who.attended.school.in.undergrad,X..of.Current.CMs.who.attended.school.in.undergrad,X..of.Current.TFA.Staff.who.attended.school.in.undergrad,Awareness.Level
001A000000TK7cdIAD,2016_2812,Undergrad,WITHDRAWN,2016,08/21/2015,,,Campus: 2,Campus: 2,Other,,Family Studies,No,Y,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_9127,Undergrad,REJECTED,2016,09/10/2015,,,Campus: 2,Campus: 2,Other,,,No,,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_10760,Undergrad,REJECTED,2016,10/30/2015,,,Campus: 2,Campus: 2,Other,,,No,Y,Sourced by RT,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_15618,Junior,REJECTED,2016,03/06/2015,,,Campus: 2,Campus: 2,Journalism,,Spanish,Yes,,Sourced by RT,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_12283,Undergrad,REJECTED,2016,01/15/2016,,,Campus: 2,Campus: 2,Religion,,Sociology,Yes,,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_9255,Undergrad,REJECTED,2016,09/10/2015,,,Campus: 2,Campus: 2,Exercise Science,,,No,Y,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_14798,Undergrad,REJECTED,2016,03/04/2016,,,Campus: 2,Campus: 2,Health,,,No,,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_10795,Undergrad,REJECTED,2016,10/30/2015,,,Campus: 2,Campus: 2,Other,,,No,Y,Sourced by RT,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_15318,Undergrad,REJECTED,2016,10/30/2015,,,Campus: 2,Campus: 2,Health,,,Yes,Y,Sourced by RT,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_1415,Undergrad,WITHDRAWN,2016,03/04/2016,,,Campus: 2,Campus: 2,Criminal Justice,Criminology,,Yes,Y,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_15932,Junior,ACCEPTED,2016,03/06/2015,,,Campus: 2,Campus: 2,Other,,,Yes,,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_2304,Undergrad,WITHDRAWN,2016,03/04/2016,,,Campus: 2,Campus: 2,Criminology,,,Yes,Y,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_16663,Junior,REJECTED,2016,03/06/2015,,,Campus: 2,Campus: 2,Public Policy,,,No,,Sourced by RT,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_9759,Undergrad,WITHDRAWN,2016,03/04/2016,,,Campus: 2,Campus: 2,Other,,Other,No,Y,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_12289,Undergrad,WITHDRAWN,2016,01/15/2016,,,Campus: 2,Campus: 2,Health,,,Yes,,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_2571,Undergrad,ACCEPTED,2016,10/30/2015,,,Campus: 2,Campus: 2,Public Policy,,Public Administration,Yes,Y,Sourced by RT,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_15728,Junior,REJECTED,2016,03/06/2015,,,Campus: 2,Campus: 2,Journalism,,Theater,No,,Sourced by RT,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_13989,Undergrad,REJECTED,2016,03/04/2016,,,Campus: 2,Campus: 2,Public Administration,,,No,,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_3027,Undergrad,REJECTED,2016,10/30/2015,,,Campus: 2,Campus: 2,Sociology,,,No,Y,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_6231,Undergrad,REJECTED,2016,09/10/2015,,,Campus: 2,Campus: 2,Kinesiology,,,Yes,,Sourced by RT,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_5377,Undergrad,WITHDRAWN,2016,10/30/2015,,,Campus: 2,Campus: 2,Communications,,,No,,Sourced by RT,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_16926,Junior,REJECTED,2016,03/06/2015,,,Campus: 2,Campus: 2,Criminal Justice,,Social Work,No,,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_2549,Undergrad,ACCEPTED,2016,09/10/2015,,,Campus: 2,Campus: 2,Social Work,,,No,Y,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_8761,Undergrad,REJECTED,2016,09/10/2015,,,Campus: 2,Campus: 2,Social Work,,,No,Y,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2016_16537,Junior,REJECTED,2016,03/06/2015,,,Campus: 2,Campus: 2,Journalism,,Anthropology,No,,Self-sourced by sign-up form,Campus: 1,,,W,6,15,2,Low or Mixed Issue/High TFA
001F000000nH73pIAC,2016_15374,Undergrad,REJECTED,2016,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Psychology,,,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_1057,Undergrad,REJECTED,2016,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Education (general),,,No,Y,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_2409,Undergrad,REJECTED,2016,10/30/2015,Less Selective,Less Selective,Campus: 3,Campus: 3,History,,,No,Y,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_4035,Undergrad,REJECTED,2016,01/15/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Communications,Public Relations,,No,Y,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_2194,Undergrad,REJECTED,2016,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Psychology,,,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_12230,Undergrad,REJECTED,2016,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Social Science,,History,Yes,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_7463,Undergrad,REJECTED,2016,08/21/2015,Less Selective,Less Selective,Campus: 3,Campus: 3,Child Development,,,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_3128,Undergrad,REJECTED,2016,10/30/2015,Less Selective,Less Selective,Campus: 3,Campus: 3,Geology,,,No,Y,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_5604,Undergrad,REJECTED,2016,09/10/2015,Less Selective,Less Selective,Campus: 3,Campus: 3,Communications,,,No,Y,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_13533,Undergrad,REJECTED,2016,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Social Studies,,,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_15428,Junior,REJECTED,2016,03/06/2015,Less Selective,Less Selective,Campus: 3,Campus: 3,Sociology,,,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_9259,Undergrad,REJECTED,2016,09/10/2015,Less Selective,Less Selective,Campus: 3,Campus: 3,Communications,,,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_14551,Undergrad,REJECTED,2016,01/15/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Child Development,,,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_10856,Undergrad,ACCEPTED,2016,10/30/2015,Less Selective,Less Selective,Campus: 3,Campus: 3,Ethnic Studies,,Economics,No,Y,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_16517,Junior,WITHDRAWN,2016,03/06/2015,Less Selective,Less Selective,Campus: 3,Campus: 3,English,,,Yes,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_612,Undergrad,WITHDRAWN,2016,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Sociology,,,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_14229,Undergrad,REJECTED,2016,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Liberal Studies,,Child Development,No,Y,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_10430,Undergrad,REJECTED,2016,10/30/2015,Less Selective,Less Selective,Campus: 3,Campus: 3,Psychology,,,No,,Sourced by RT,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_1830,Undergrad,REJECTED,2016,01/15/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Humanities,Philosophy,History,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_15177,Undergrad,WITHDRAWN,2016,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Environmental Studies,,Biology,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_1926,Undergrad,REJECTED,2016,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Criminal Justice,,,No,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73pIAC,2016_14812,Undergrad,REJECTED,2016,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Social Science,,,Yes,,Self-sourced by sign-up form,Campus: Active Unowned,Public,Very Large,W,19,6,1,High Issue/Low TFA
001F000000nH73sIAC,2016_10191,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Health,,,No,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_15045,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Communications,,Journalism,No,,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_8355,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Liberal Studies,,,No,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_9254,Undergrad,REJECTED,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Child Development,,,No,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_12568,Undergrad,REJECTED,2016,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Biology,,Chicano(a) Studies,No,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_11120,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Psychology,,,No,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_4546,Undergrad,REJECTED,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Kinesiology,,Business,No,,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_15043,Undergrad,WITHDRAWN,2016,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Child Development,,Human Services,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_9666,Undergrad,WITHDRAWN,2016,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Religion,,,No,,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_13538,Undergrad,REJECTED,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,English,,Other,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_7586,Undergrad,REJECTED,2016,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Business,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_6417,Undergrad,REJECTED,2016,08/21/2015,Selective,Selective,Campus: 2,Campus: 2,Liberal Studies,,Child Studies,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_4545,Undergrad,REJECTED,2016,09/10/2015,Selective,Selective,Campus: 2,Campus: 2,Kinesiology,,Business,No,,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_2988,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Biology,,,No,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_9211,Undergrad,REJECTED,2016,09/10/2015,Selective,Selective,Campus: 2,Campus: 2,Liberal Studies,,,No,,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_3288,Undergrad,ACCEPTED,2016,09/10/2015,Selective,Selective,Campus: 2,Campus: 2,Human Services,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_4254,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,History,,Philosophy,No,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_8266,Undergrad,REJECTED,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Human Services,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_9176,Undergrad,WITHDRAWN,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Criminal Justice,,Sociology,No,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_10077,Undergrad,ACCEPTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Human Services,Special Education,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_745,Undergrad,REJECTED,2016,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Spanish,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_15144,Undergrad,WITHDRAWN,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Psychology,,Child Development,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_10789,Undergrad,ACCEPTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Psychology,,,Yes,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_8345,Undergrad,WITHDRAWN,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Liberal Studies,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_16453,Junior,REJECTED,2016,03/06/2015,Selective,Selective,Campus: 2,Campus: 2,Biology,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_1002,Undergrad,REJECTED,2016,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Child Development,,,No,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_3306,Undergrad,WITHDRAWN,2016,08/21/2015,Selective,Selective,Campus: 2,Campus: 2,Political Science,,Japanese,Yes,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_9052,Undergrad,REJECTED,2016,09/10/2015,Selective,Selective,Campus: 2,Campus: 2,Child Development,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_13666,Undergrad,REJECTED,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Liberal Studies,,Communications,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_290,Undergrad,ACCEPTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Business,,,No,,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_5525,Undergrad,REJECTED,2016,09/10/2015,Selective,Selective,Campus: 2,Campus: 2,Liberal Studies,,Natural Sciences,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_12550,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Child Development,,Other Science,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_966,Undergrad,REJECTED,2016,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,English,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_5772,Undergrad,REJECTED,2016,08/21/2015,Selective,Selective,Campus: 2,Campus: 2,English,,,No,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_8877,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Liberal Studies,,Criminal Justice,No,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_7758,Undergrad,REJECTED,2016,09/10/2015,Selective,Selective,Campus: 2,Campus: 2,Psychology,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_15148,Undergrad,REJECTED,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Liberal Studies,,Natural Sciences,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_9907,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Communications,,,No,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_9313,Undergrad,ACCEPTED,2016,09/10/2015,Selective,Selective,Campus: 2,Campus: 2,Speech Communication,,English,No,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_16970,Junior,REJECTED,2016,03/06/2015,Selective,Selective,Campus: 2,Campus: 2,Liberal Studies,,Natural Sciences,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_16655,Junior,REJECTED,2016,03/06/2015,Selective,Selective,Campus: 2,Campus: 2,Communications,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_15323,Undergrad,ACCEPTED,2016,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Child Development,,,Yes,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_8886,Undergrad,REJECTED,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Linguistics,,,No,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_16486,Junior,REJECTED,2016,03/06/2015,Selective,Selective,Campus: 2,Campus: 2,Child Development,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_8882,Undergrad,REJECTED,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Political Science,,,No,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_9056,Undergrad,REJECTED,2016,09/10/2015,Selective,Selective,Campus: 2,Campus: 2,Child Development,,,No,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_15383,Junior,REJECTED,2016,03/06/2015,Selective,Selective,Campus: 2,Campus: 2,Child Development,,,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_12211,Undergrad,WITHDRAWN,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Linguistics,,,No,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_8883,Undergrad,REJECTED,2016,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,History,,,No,,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_13771,Undergrad,ACCEPTED,2016,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Child Development,,,Yes,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_10861,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Child Development,,,No,Y,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_10545,Undergrad,WITHDRAWN,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Sociology,,,No,Y,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_9004,Undergrad,REJECTED,2016,10/30/2015,Selective,Selective,Campus: 2,Campus: 2,Psychology,,Communications,No,,Self-sourced by sign-up form,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2016_16101,Junior,REJECTED,2016,03/06/2015,Selective,Selective,Campus: 2,Campus: 2,Kinesiology,,Business,No,,Sourced by RT,Campus: 2,Public,Medium,W,47,18,4,High Issue/Low TFA
