Undergrad.University.ID,ID,Calculated.Prospect.Type,Disposition..Step.,App.Year,Application.Deadline,US.World.News...Report.Selectivity,US.World.News.Selectivity,X2017.Tier,X2017.Recruitment.Tier,Public.Private,Major.1,Major.2,Minor,GPA.Above.3.6,Met.,Sourced.by.RT.vs.Sign.up.Form,X2016.Recruitment.Tier,Size,Region,X..of.Alumni.who.attended.school.in.undergrad,X..of.Current.CMs.who.attended.school.in.undergrad,X..of.Current.TFA.Staff.who.attended.school.in.undergrad,Awareness.Level
001A000000TK7cdIAD,2017_2268,Undergrad,REJECTED,2017,10/19/2016,0,,Campus: 1,Campus: 1,,Health,,,Y,Y,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_11062,Undergrad,REJECTED,2017,09/16/2016,0,,Campus: 1,Campus: 1,,Journalism,,,N,,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_6409,Junior,WITHDRAWN,2017,04/20/2016,0,,Campus: 1,Campus: 1,,Criminology,,Sociology,Y,,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_5487,Junior,WITHDRAWN,2017,01/15/2016,0,,Campus: 1,Campus: 1,,Education (general),,,Y,,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_7533,Junior,REJECTED,2017,01/15/2016,0,,Campus: 1,Campus: 1,,Other,,,Y,,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_2251,Undergrad,WITHDRAWN,2017,10/19/2016,0,,Campus: 1,Campus: 1,,Health,,,N,,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_10528,Undergrad,ACCEPTED,2017,09/16/2016,0,,Campus: 1,Campus: 1,,Journalism,,,Y,Y,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_10527,Junior,REJECTED,2017,04/20/2016,0,,Campus: 1,Campus: 1,,Journalism,,Communications,Y,Y,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_6694,Undergrad,ACCEPTED,2017,10/19/2016,0,,Campus: 1,Campus: 1,,Health,,,Y,Y,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_2257,Undergrad,ACCEPTED,2017,10/19/2016,0,,Campus: 1,Campus: 1,,Health,,,Y,Y,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_4613,Junior,REJECTED,2017,01/15/2016,0,,Campus: 1,Campus: 1,,Nutrition,,Health,N,,Sourced by RT,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_5138,Undergrad,WITHDRAWN,2017,10/19/2016,0,,Campus: 1,Campus: 1,,Public Policy,,,Y,Y,Sourced by RT,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_8857,Junior,REJECTED,2017,03/04/2016,0,,Campus: 1,Campus: 1,,Communications,,,Y,,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_6295,Undergrad,REJECTED,2017,10/19/2016,0,,Campus: 1,Campus: 1,,Health,,,N,,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_4178,Junior,REJECTED,2017,03/04/2016,0,,Campus: 1,Campus: 1,,Other,,,N,,Sourced by RT,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_10379,Undergrad,REJECTED,2017,12/09/2016,0,,Campus: 1,Campus: 1,,Journalism,,,N,,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_7196,Undergrad,REJECTED,2017,09/16/2016,0,,Campus: 1,Campus: 1,,Criminal Justice,,,Y,,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_10690,Undergrad,ACCEPTED,2017,12/09/2016,0,,Campus: 1,Campus: 1,,Other,,,Y,Y,Sourced by RT,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_10244,Undergrad,WITHDRAWN,2017,12/09/2016,0,,Campus: 1,Campus: 1,,Pre-medicine,,,Y,Y,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001A000000TK7cdIAD,2017_6896,Junior,WITHDRAWN,2017,04/20/2016,0,,Campus: 1,Campus: 1,,Education (general),,,N,,Self-sourced by sign-up form,Campus: 2,,W,6,15,2,Low or Mixed Issue/High TFA
001F000000nH73sIAC,2017_10534,Junior,REJECTED,2017,04/20/2016,Selective,Selective,Campus: 2,Campus: 2,Public,History,,,N,,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_6534,Undergrad,REJECTED,2017,10/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Marketing,,,N,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5481,Junior,WITHDRAWN,2017,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Public,English,,,Y,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_3216,Junior,ACCEPTED,2017,04/20/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Liberal Studies,,,Y,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5197,Undergrad,WITHDRAWN,2017,12/09/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Political Science,,,N,,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_2448,Undergrad,REJECTED,2017,10/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Child Development,,,N,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5150,Undergrad,REJECTED,2017,09/16/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Public Administration,,,Y,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5936,Junior,REJECTED,2017,04/20/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Child Development,,Health,N,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5680,Junior,REJECTED,2017,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Communications,,Psychology,N,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5196,Junior,REJECTED,2017,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Political Science,,African-American Studies,N,,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5189,Undergrad,WITHDRAWN,2017,12/09/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Liberal Studies,,,N,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5638,Undergrad,ACCEPTED,2017,12/09/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Early Childhood Education,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5192,Junior,REJECTED,2017,04/20/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Liberal Studies,,,N,,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_4247,Undergrad,REJECTED,2017,10/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Child Development,,,N,Y,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_2615,Undergrad,ACCEPTED,2017,09/16/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Speech Communication,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5188,Undergrad,ACCEPTED,2017,09/16/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Kinesiology,,,N,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_1633,Undergrad,ACCEPTED,2017,10/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Child Development,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5057,Undergrad,ACCEPTED,2017,10/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Political Science,,,N,Y,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5400,Undergrad,REJECTED,2017,10/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Child Development,,,N,,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5090,Junior,ACCEPTED,2017,04/20/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Liberal Studies,,,N,,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_2752,Undergrad,REJECTED,2017,12/09/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Child Development,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_2449,Junior,REJECTED,2017,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Public,American Studies,,Chicano(a) Studies,N,,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_4309,Undergrad,WITHDRAWN,2017,08/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Child Development,,,N,Y,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_3507,Undergrad,ACCEPTED,2017,12/09/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Political Science,,,N,,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_5151,Undergrad,ACCEPTED,2017,12/09/2016,Selective,Selective,Campus: 2,Campus: 2,Public,English,,,N,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_92,Undergrad,WITHDRAWN,2017,10/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Communications,,,N,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_6377,Junior,REJECTED,2017,01/15/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Sociology,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_3611,Junior,REJECTED,2017,03/04/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Communications,,,N,,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_8463,Undergrad,REJECTED,2017,09/16/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Child Development,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_3342,Undergrad,REJECTED,2017,12/09/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Psychology,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_4996,Undergrad,REJECTED,2017,12/09/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Communications,,,N,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_2216,Undergrad,REJECTED,2017,10/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Communications,,,N,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_3349,Junior,REJECTED,2017,04/20/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Speech Therapy,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_6190,Undergrad,REJECTED,2017,12/09/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Sociology,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_9837,Undergrad,REJECTED,2017,08/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,History,,,N,Y,Self-sourced by sign-up form,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_6442,Undergrad,WITHDRAWN,2017,12/09/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Health,,,Y,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH73sIAC,2017_1605,Undergrad,WITHDRAWN,2017,10/19/2016,Selective,Selective,Campus: 2,Campus: 2,Public,Business,,,N,Y,Sourced by RT,Campus: 2,Medium,W,47,18,4,High Issue/Low TFA
001F000000nH74aIAC,2017_10165,Undergrad,REJECTED,2017,09/16/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Special Education,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_4078,Junior,REJECTED,2017,04/20/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Biochemistry,,,N,Y,Sourced by RT,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_8498,Undergrad,REJECTED,2017,10/19/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,English,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_7855,Undergrad,REJECTED,2017,10/19/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Psychology,,,N,Y,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_4651,Undergrad,REJECTED,2017,12/09/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Psychology,,,N,,Sourced by RT,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_2919,Undergrad,REJECTED,2017,12/09/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Spanish,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_9292,Undergrad,WITHDRAWN,2017,12/09/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Spanish,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_4459,Junior,REJECTED,2017,04/20/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Communications,,,N,,Sourced by RT,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_9521,Undergrad,REJECTED,2017,10/19/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Social Work,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_1456,Undergrad,REJECTED,2017,10/19/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Early Childhood Education,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_7745,Undergrad,REJECTED,2017,12/09/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Early Childhood Education,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_1750,Undergrad,REJECTED,2017,12/09/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Early Childhood Education,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_4482,Junior,REJECTED,2017,03/04/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Advertising,,Art,N,,Sourced by RT,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_4645,Undergrad,WITHDRAWN,2017,12/09/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Accounting,,,Y,Y,Sourced by RT,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_7744,Undergrad,REJECTED,2017,12/09/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Education (elementary),,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_7430,Undergrad,REJECTED,2017,09/16/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Neuroscience,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_4642,Undergrad,REJECTED,2017,10/19/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Political Science,,,Y,Y,Sourced by RT,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH74aIAC,2017_10699,Undergrad,REJECTED,2017,12/09/2016,Selective,Less Selective,Campus: 2,Campus: 2,Public,Social Studies,,,N,,Sourced by RT,Campus: 2,Medium,N,25,8,3,Low Issue/Low or Mixed TFA
001F000000nH76xIAC,2017_315,Undergrad,WITHDRAWN,2017,09/16/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Electrical Engineering,,,Y,Y,Sourced by RT,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_6068,Undergrad,WITHDRAWN,2017,12/09/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Biology,,,Y,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_1668,Junior,REJECTED,2017,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Education (elementary),,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_7252,Junior,REJECTED,2017,04/20/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Sociology,,Criminal Justice,Y,Y,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_8655,Junior,REJECTED,2017,04/20/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Psychology,,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_9929,Undergrad,ACCEPTED,2017,12/09/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Mass Communications,,,N,Y,Sourced by RT,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_8830,Undergrad,REJECTED,2017,10/19/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Political Science,,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_6801,Junior,REJECTED,2017,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Sociology,,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_202,Undergrad,REJECTED,2017,12/09/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Family Studies,,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_4270,Undergrad,WITHDRAWN,2017,12/09/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Public Relations,,,Y,Y,Sourced by RT,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_1870,Undergrad,WITHDRAWN,2017,10/19/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Social Work,,,Y,Y,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_2256,Undergrad,REJECTED,2017,10/19/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,English,,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_4802,Junior,ACCEPTED,2017,08/21/2015,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Sociology,,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_1618,Undergrad,ACCEPTED,2017,10/19/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,History,,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_4352,Undergrad,REJECTED,2017,09/16/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Sociology,,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_7253,Undergrad,WITHDRAWN,2017,12/09/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Sociology,,,Y,Y,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_11563,Junior,WITHDRAWN,2017,03/04/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Sociology,,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_10831,Undergrad,REJECTED,2017,12/09/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Sociology,,,N,,Self-sourced by sign-up form,Campus: 3,Medium,E,22,6,1,0
001F000000nH76xIAC,2017_3413,Undergrad,REJECTED,2017,12/09/2016,Less Selective,Less Selective,Campus: 3,Campus: 3,Public,Education (elementary),,,Y,Y,Sourced by RT,Campus: 3,Medium,E,22,6,1,0
001F000000nH76ZIAS,2017_7777,Undergrad,REJECTED,2017,09/16/2016,Selective,Selective,Campus: 3,Campus: 3,Public,Education (general),,,N,Y,Self-sourced by sign-up form,Campus: 3,Very Large,S,40,10,5,0
001F000000nH76ZIAS,2017_4349,Undergrad,WITHDRAWN,2017,12/09/2016,Selective,Selective,Campus: 3,Campus: 3,Public,Kinesiology,,,N,Y,Sourced by RT,Campus: 3,Very Large,S,40,10,5,0
001F000000nH76ZIAS,2017_5262,Undergrad,REJECTED,2017,08/19/2016,Selective,Selective,Campus: 3,Campus: 3,Public,Interdisciplinary Studies,,,N,,Sourced by RT,Campus: 3,Very Large,S,40,10,5,0
001F000000nH76ZIAS,2017_10860,Undergrad,ACCEPTED,2017,09/16/2016,Selective,Selective,Campus: 3,Campus: 3,Public,Psychology,,,Y,Y,Sourced by RT,Campus: 3,Very Large,S,40,10,5,0
001F000000nH76ZIAS,2017_4555,Undergrad,REJECTED,2017,08/19/2016,Selective,Selective,Campus: 3,Campus: 3,Public,Kinesiology,,,N,,Self-sourced by sign-up form,Campus: 3,Very Large,S,40,10,5,0
001F000000nH76ZIAS,2017_7899,Undergrad,REJECTED,2017,10/19/2016,Selective,Selective,Campus: 3,Campus: 3,Public,Family Studies,,,N,,Self-sourced by sign-up form,Campus: 3,Very Large,S,40,10,5,0
001F000000nH76ZIAS,2017_10977,Undergrad,REJECTED,2017,10/19/2016,Selective,Selective,Campus: 3,Campus: 3,Public,Business,,,N,,Self-sourced by sign-up form,Campus: 3,Very Large,S,40,10,5,0
001F000000nH76ZIAS,2017_9291,Undergrad,REJECTED,2017,12/09/2016,Selective,Selective,Campus: 3,Campus: 3,Public,Public Administration,,,N,,Self-sourced by sign-up form,Campus: 3,Very Large,S,40,10,5,0
001F000000nH76ZIAS,2017_10976,Junior,ACCEPTED,2017,04/20/2016,Selective,Selective,Campus: 3,Campus: 3,Public,Kinesiology,,Health,N,,Self-sourced by sign-up form,Campus: 3,Very Large,S,40,10,5,0
